community	gene
37	ACAT1
37	CTAGE9
37	BEST1
37	CD244
37	SMIM14
37	SCUBE2
37	WDR89
37	OXSR1
37	NEXN
37	ZCCHC4
37	DNMBP
37	EIF3C
37	TRIM50
37	VSIG10
37	GEMIN6
37	ARHGAP30
37	AKAP9
37	MRPL34
37	DNAJB9
37	FICD
37	SNX25
37	RPA1
37	PRRT3
37	FSTL4
37	DEPDC1B
37	BHMT
37	IL17F
37	OSBPL3
37	KANSL1L
37	REXO4
37	IL16
37	RETREG3
37	RELB
37	DLGAP3
37	NOLC1
37	SEMA3C
37	DNAJC7
37	PXT1
37	ABAT
37	FGL1
37	ATP11B
37	GBP1
37	SLC25A17
37	CTBP2
37	LRTOMT
37	SEC16B
37	DCD
37	CNDP1
37	TBL1X
37	MYOM1
37	MRGPRF
37	SZRD1
37	IL1RL1
37	PPM1D
37	AKR1E2
37	C2orf49
37	KLK10
37	FAR1
37	NGEF
37	RESP18
37	AQP8
37	UCP3
37	AKR1C2
37	HNF1B
37	GNRHR
37	CTSD
37	ARF1
37	DLEC1
37	SPARCL1
37	PAPPA
37	PFDN1
37	CDCA4
37	PMVK
37	GOLGA6L9
37	CENPU
37	TGFA
37	NIFK
37	ANXA5
37	SLAIN2
37	MYOZ3
37	GPR65
37	C11orf21
37	ANP32A
37	SHISA4
37	GIMAP5
37	ZNF830
37	AP3B2
37	GCKR
37	MAML3
37	RBPJ
37	MRPL4
37	PLIN2
37	TEX38
37	IPCEF1
37	DPF3
37	GRIP2
37	ZNF267
37	ZFP62
37	MSMP
37	NEUROG2
37	CCDC160
37	ZBTB39
37	KRT80
37	GARRE1
37	CNIH1
37	TNPO2
37	GPX6
37	LY9
37	UBR3
37	PEX12
37	NEDD9
37	ESAM
37	SMG9
37	MTHFD2
37	NKX2-8
37	OSGIN1
37	TMEM132E
37	ACSM4
37	GSAP
37	SUB1
37	HECA
37	ANKRD62
37	CSK
37	GPR37
37	GRID2IP
37	TRPM2
37	CTTN
37	RNF19A
37	GMEB2
37	KLF14
37	RUNX1T1
37	USP14
37	EVL
37	RYBP
37	EMC4
37	NELL2
37	GPT2
37	MPG
37	ENSG00000258881
37	MRPS23
37	KRT78
37	NIM1K
37	PPP2R3A
37	IFFO2
37	TNRC6B
37	TGFBI
37	RBPMS2
37	TRIM2
37	NKX3-2
37	TGIF2
37	CD84
37	MCM3AP
37	TACSTD2
37	FOXB2
37	IL10RA
37	PSMG1
37	CDC42SE2
37	ZDHHC18
37	RAD51AP2
37	FOSL1
37	RAB33A
37	WDR48
37	PUDP
37	RHOG
37	SGO1
37	HMX1
37	MLKL
37	TRIL
37	CABYR
37	ZNF703
37	RHBDL2
37	NKIRAS1
37	GPRC5C
37	BAIAP2L2
37	RIMBP2
37	IFNAR1
37	RCN3
37	ZNF273
37	QSOX1
37	TLE3
37	TMEM51
37	ZNF385C
37	UBE2E3
37	ATP11C
37	CIBAR1
37	KAT6B
37	STARD4
37	MYO5C
37	NPFFR1
37	PPP4R3B
37	ASAH2
37	RERE
37	TSEN2
37	CTSV
37	EBAG9
37	MYOM2
37	ERI1
37	MCPH1
37	MIOS
37	ANKRD33B
37	SLC9A3
37	GPR142
37	GCNT1
37	WNT16
37	MADD
37	ENSG00000266997
37	SCARA5
37	CLDN10
37	IFITM3
37	GOLGA6A
37	ATAD2B
37	SRSF4
37	RBM47
37	LEAP2
37	HNRNPL
37	CCN6
37	ALOX15B
37	FXYD4
37	TM9SF4
37	NRP2
37	ENSG00000255292
37	ERBIN
37	EFHB
38	CAAP1
38	DEFB115
38	USP17L2
38	RNASEH2A
38	SHANK2
38	TCP11X2
38	PRB3
38	SEMA3A
38	SLC34A2
38	PLD5P1
38	SCIMP
38	A4GNT
38	EGR4
38	NHSL1
38	SLC16A14
38	INSL6
38	RER1
38	SAA2-SAA4
38	ZBTB25
38	MS4A8
38	LRRC26
38	AMIGO1
38	BTAF1
38	TBX19
38	NOXRED1
38	UCHL1
38	DRD5
38	C19orf38
38	CD274
38	KRT85
38	PRDM1
38	SCUBE3
38	NUP107
38	SPNS1
38	CWC22
38	MKKS
38	ATG13
38	DNAH14
38	HSPBAP1
38	TRIM69
38	BEND2
38	YOD1
38	PARL
38	NETO2
38	MR1
38	TNPO1
38	DCK
38	TRIM56
38	USP54
38	SAMD11
38	SLC30A2
38	TRMO
38	GPATCH2L
38	ZXDB
38	ANO8
38	CDS1
38	ATP5MC1
38	APOL4
38	ZNF747
38	ADGRF1
38	FMN1
38	RSRC1
38	ARPC4
38	TRPS1
38	EXOSC6
38	IQSEC2
38	PFDN1
38	SCG5
38	ACR
38	UPB1
38	ICE2
38	RNMT
38	IGSF23
38	ESYT3
38	MAJIN
38	ENSG00000260836
38	TANGO6
38	TMEM232
38	RIC8B
38	CAPSL
38	ITPRIP
38	CALM2
38	TLNRD1
38	CCDC91
38	CHKA
38	CHMP4B
38	PMAIP1
38	RASA1
38	DYNC1H1
38	SP4
38	FNBP1
38	ANKRD18B
38	HRK
38	RFK
38	TMEM177
38	ARID4A
38	CGGBP1
38	C5orf63
38	GCNT1
38	RAB2A
38	NEK6
38	VGLL4
38	RIC1
38	PXN
38	EID1
38	MNT
38	DBX1
38	CACYBP
38	ARSB
38	CCDC200
38	SLC35G2
38	KLHDC8A
38	TMEM131
38	NUTM2E
38	MYO9A
38	MECOM
38	AMMECR1
38	TMEM242
38	HS3ST3B1
38	ENSG00000255292
38	CLPB
38	ENSG00000283128
38	YKT6
38	SCRN3
38	VWA3A
38	REC114
38	CYB561
38	DMTF1
38	CD69
38	TBC1D9B
38	NALF1
38	BMP6
38	ENSG00000289715
38	PDE8A
38	SPARC
38	ITPKB
38	ARHGAP31
38	SSX2IP
38	MAPRE3
38	CAVIN2
38	IRAK2
38	ROR2
38	MAT2A
38	ENAH
38	ATP6AP2
38	ID3
38	CXorf58
38	ENSG00000284686
38	ANKRD33B
38	IL17B
39	EFCAB7
39	CYP2C19
39	TMEM106A
39	RHOXF1P3
39	DCN
39	BTD
39	RND3
39	NXPE1
39	HPS6
39	H4C11
39	NCKAP5
39	EYA1
39	C1QL3
39	SLC25A26
39	MYOCOS
39	KLHDC9
39	BPIFA2
39	LRRC72
39	NMT1
39	SPDYE12
39	KLK11
39	RNF10
39	PSG4
39	MS4A1
39	FGF7
39	PAXBP1
39	ENSG00000289809
39	BRWD3
39	CDC42EP5
39	RASL11B
39	CGAS
39	CRYBB1
39	CHIA
39	GUCY1A1
39	ALDH1A1
39	SERTM2
39	ARMH2
39	CNOT2
39	IFITM2
39	GPR63
39	LRFN2
39	PRDM13
39	AMOTL1
39	GJB6
39	ANGPTL7
39	NME5
39	PKLR
39	KHDC3L
39	DBH
39	MTHFR
39	C14orf132
39	USP17L2
39	H3C8
39	PACRG
39	RPL9
39	ARPIN
39	PDCD1LG2
39	ARL14EPL
39	INTS5
39	LY6G6D
39	BTBD18
39	MPIG6B
39	JHY
39	CD1E
39	NCSTN
39	COPA
39	CD3G
39	COL4A4
39	F8A1
39	EPHX4
39	TSSK4
39	CFHR5
39	ZNF660
39	ARL5B
39	CASP12
39	DNAJC10
39	PHLDB3
39	MTMR1
39	SLC35F5
39	HOXA2
39	GPR101
39	MRPS27
39	AXL
39	MPZL2
39	TMEM86B
39	SPPL2C
39	GABRA3
39	IMPG1
39	CFAP97D1
39	FAM171B
39	EVA1A
39	CCDC146
39	TEKT2
39	DPPA5
39	STX6
39	GAL3ST4
39	GH2
39	C17orf97
39	UNC119
39	C1orf141
39	EDNRA
39	GOPC
39	HOXD12
39	WNT10B
39	TBC1D15
39	ARL14
39	TIMP3
39	ELAPOR1
39	CALB1
39	PRX
39	OSCAR
39	KLB
39	ZMAT1
39	SPATA9
39	IFI44L
39	C6orf120
39	GBA1
39	REL
39	GSTT4
39	ADAMTS4
39	CRKL
39	MMP13
39	DISP1
39	C4BPA
39	MYPN
39	FGFBP3
39	NOP16
39	BCO2
39	LCE2D
39	TSPYL2
39	FGA
39	SNX16
39	ALAS2
39	TRIM34
39	SLC7A2
39	NTMT2
39	TCERG1
39	TMEM54
39	CRTAP
39	OXSR1
39	GOLM2
39	PCYT1B
39	MBD2
39	DNAAF10
39	CLDN2
39	COL2A1
39	EEF1AKMT4-ECE2
39	MT1H
39	IGF1
39	FCRL6
39	SPDYE13
39	SSX2
39	SHOC1
39	NOG
39	FABP2
39	ADRA1D
39	CCL1
39	CD200R1
39	NKAPD1
39	SLC9A4
39	LCP1
39	CPNE6
39	EMC8
39	C16orf87
39	B3GNT8
39	FTCD
39	TLR7
39	ALOX12
39	HOXB2
39	GUCA1C
39	C7orf25
39	CDK5R2
39	CLDN20
39	FAM177B
39	F13B
39	RXFP1
39	KIAA2012
39	LIFR
39	IL1B
39	FCF1
39	DRD3
39	PLGLB2
39	FAM168A
39	HENMT1
39	PRLR
39	SLA
39	H2BC10
39	EFHB
39	FAM184A
39	GFRA3
39	ANKRD34A
39	SLC9A9
39	BDP1
39	SPATS1
39	PUS10
39	CCDC200
39	ASTE1
39	DNPH1
39	MINDY1
39	ZNF485
39	TMEM178B
39	PCDHGB3
39	CEP128
39	SSX3
39	APCS
39	TMEM150C
39	CIDEC
39	TMEM218
39	SLC7A7
39	LGALS16
39	NECTIN2
39	FAM110A
39	TRDMT1
39	IRAG1
39	ZDHHC3
39	ENSG00000269547
39	SGIP1
39	TPRX2
39	PDE1B
39	AQP10
39	OGFOD3
39	KLK7
39	OCLN
39	CFAP107
39	RXFP3
39	CAPN13
39	SMIM36
39	TTC24
39	PNPT1
39	ENSG00000283952
39	SPINK7
39	ADAMTS15
39	IQCF2
39	SRP72
39	ABRA
39	NDUFS5
39	CALHM4
39	LRFN3
39	PAPPA2
39	SOCS7
39	KRT71
39	AMER1
39	NMUR2
39	SLC9C2
39	PNMA8C
39	GLP1R
39	SLAMF8
39	SSRP1
39	C20orf27
39	CFAP126
39	STX1B
39	SCIMP
39	KRTAP24-1
39	CC2D2A
39	OPTC
39	OTUD7B
39	LRRN2
39	EPHA7
39	RHBDD2
39	MGAM
39	ZNF716
39	CEACAM16
39	ZSCAN20
39	C1D
39	ZNF253
39	RFX1
39	EPHX2
39	UGT2A3
39	ENSG00000288000
39	ATOSA
39	SCAND1
39	STAP1
39	CDYL
39	SLC66A1
39	CD247
39	BCL3
39	NUP62CL
39	C11orf42
39	MLIP
39	RBKS
39	NFE2L3
39	ME1
39	CLMP
39	HOXB6
39	ENSG00000249590
39	FGF16
39	ENSG00000281039
39	DOC2A
39	RPL37
39	CD68
39	STXBP6
39	RGS3
39	CALCRL
39	KCNK3
39	NEU2
39	HK2
39	SLPI
39	CCNB3
39	ZFP82
39	MMP7
39	DEFB121
39	COX11
39	WDR91
39	SLC22A10
39	DEFB119
39	CMKLR1
39	APOBEC4
39	IQCM
39	BLACAT1
39	HMGXB3
39	ZIC3
39	ENSG00000284292
39	MEAK7
39	POU2F3
39	SLC39A7
39	L1CAM
39	SIGLEC12
39	STXBP4
39	KDM4F
39	SMPX
39	MAP3K7CL
39	DAG1
39	TMC2
39	HDC
39	OVOL1
39	SIDT1
39	CTSS
39	BTG1
39	CUZD1
39	ALKAL1
39	SLTM
39	HOXA11
39	GHSR
39	SLC28A3
39	PARL
39	TCP11X1
39	ASB8
39	NXPH2
39	CWF19L1
39	GNAI1
39	CLN6
39	NKIRAS2
39	PRRG4
39	TRIM75
39	TCP11
39	SIRPB2
39	TFAP2D
39	SPATA7
39	NBAS
39	DHX40
39	APOBEC1
39	L3MBTL4
39	ETV3L
39	MED9
39	CLIP3
39	HSPA13
39	GMNC
39	RCVRN
39	EPSTI1
39	DIPK1C
39	LIPG
39	C3orf84
39	GBP4
39	RSPO1
39	CKB
39	TRIP12
39	RAD1
39	TRIQK
39	ASB11
39	TLX1
39	TSPAN10
39	HGD
39	RGS1
39	PCDHGB7
39	RPL41
39	CTNNA2
39	H3-4
39	TTC9
39	ENSG00000244255
39	ELOC
39	PDE4D
39	ANKRD66
39	SLC13A3
39	RNF149
39	ADPRHL1
39	C12orf43
39	TRAF1
39	SERPINB12
39	GALNT3
39	DPYS
39	PHYHIPL
39	CHST14
39	AASDHPPT
39	COL9A1
39	AQP4
39	GSTO1
39	PDE6H
39	RAP1A
39	PTPN14
39	COL8A1
39	C22orf42
39	HOXB5
39	DZIP3
39	CCDC196
39	MT3
39	ZNF793
39	CD101
39	STRC
39	ENKD1
39	DCDC1
39	CKLF-CMTM1
39	CKLF
39	TEX47
39	PCMT1
39	CLEC7A
39	ENSG00000241690
39	MIA
39	MIA-RAB4B
39	AEBP1
39	TSSK1B
39	C1orf210
39	ENSG00000283536
39	AMACR
39	TNNI1
39	PBOV1
39	ZNF738
39	ACKR3
39	MYO1E
39	CTXND2
39	RPN1
39	HNRNPCL2
39	RNF181
39	FAM205C
39	EFNB3
39	TMEM14A
39	TUBG2
39	UBE2E2
39	SLC10A5
39	UCN
39	GADL1
39	PRKCG
39	TMEM270
39	SLC26A5
39	PCDHGA9
39	LST1
39	BRINP1
39	PIK3C2B
39	ENSG00000239395
39	SKIL
39	UGT2B4
39	PARN
39	BFAR
39	TMCC3
39	PABPC1L2A
39	BSPH1
39	CDSN
39	FAM216B
39	NFE2L2
39	ENPP2
39	ANOS1
39	ACTL7A
39	C2orf88
39	DSC1
39	LSM1
39	CCL27
39	GJD3
39	PLCXD3
39	RIPPLY1
39	CYP2C18
39	FAM219A
39	SELP
39	ZNF385B
39	RAB39B
39	RRAGB
39	ZACN
39	CSF3R
39	CCDC125
39	DRICH1
39	RDH16
39	COL19A1
39	GALNT7
39	CSNK1A1L
39	PIK3CA
39	PUM2
39	ALOX15B
39	FAM153A
39	YY2
39	FBN2
39	EVC
39	BCAN
39	PEAK1
39	HYAL4
39	HSF2
39	CT47A1
39	GPR25
39	TXNL1
39	LARS1
39	NDUFS2
39	CD70
39	ACE2
39	TCAP
39	DEFA6
39	ATP6V0A1
39	ZBTB9
39	DENND6B
39	PATE3
39	EPHA3
39	TMSB10
39	CDH11
39	PLAC8L1
39	CHST4
39	TCP11X2
39	RTP4
39	SH2D2A
39	DAPK1
39	ZBTB8B
39	C4orf19
39	ENSG00000285471
39	CHRM2
39	TBL1XR1
39	HACD2
39	LIN54
39	PSG9
39	RSPH4A
39	TBCE
39	BATF
39	CD44
39	PRDX1
39	TMPRSS11D
39	PSG2
39	ELOA
39	KIR3DL3
39	ENSG00000284779
39	ROBO1
39	CEP85L
39	WDR70
39	MAP7D1
39	DNAH10
39	WSCD2
39	FAS
39	MARF1
39	EIF2B5
39	CLEC4D
39	FUNDC2
39	TMEM39B
39	CLCN1
39	SMIM42
39	MYOG
39	HMGB4
39	TUNAR
39	MAGEA9
39	FAM217A
39	ZNF611
39	CTAGE4
39	AREL1
39	CACNG6
39	BSDC1
39	ARMCX4
39	LIAS
39	NDUFB8
39	LHX2
39	H1-7
39	ENSG00000277971
39	UTP14C
39	SERPINB5
39	APCDD1
39	SLC38A5
39	TMEM178A
39	OTULINL
39	GRIA1
39	BTN3A3
39	LPIN1
39	S100A4
39	RNF43
39	ENSG00000285897
39	RASA4B
39	GALNT15
39	LARP6
39	MLXIP
39	ENSG00000285526
39	FAM90A14
39	INSRR
39	ENSG00000284684
39	GDA
39	RASD2
39	WFIKKN2
39	PPP1R3C
39	GIMD1
39	DLGAP4
39	NEK1
39	RPP30
39	FAM162B
39	NMD3
39	CRISP2
39	ATAT1
39	ADH5
39	ALKBH8
39	HYI
39	ANKRD55
39	SH3GLB1
40	ZAR1
40	EXT1
40	CASP12
40	XRCC1
40	CXCL10
40	CDH6
40	NXPH2
40	HPR
40	DIAPH3
40	ARL5B
40	SMARCAD1
40	IFIT3
40	CD1E
40	NEUROD1
40	MS4A1
40	SASH1
40	IFIT1
40	GPR150
40	EFCAB7
40	FGF12
40	FCER1A
40	IL1RAPL2
40	EPSTI1
40	PTOV1
40	PCDHA4
40	INIP
40	LGSN
40	LGALS16
40	SPDYE18
40	RXFP2
40	SLFN12L
40	LIPA
40	IFIT5
40	BDH2
40	PSG4
40	PATE1
40	HOOK1
40	FANCM
40	TIMMDC1
40	GGT6
40	SHOC1
40	HORMAD2
40	UGT2B4
40	GOLGA8M
40	C10orf67
40	XAF1
40	GSTO1
40	PRAMEF19
40	SLC17A8
40	KCNJ8
40	CISD2
40	ILF2
40	ENSG00000249590
40	CELA2A
40	KRT32
40	EPHA7
40	CELA2B
40	HOXD10
40	GUCY1A1
40	IL3RA
40	ENSG00000241690
40	LRRC2
40	PCDHA5
40	ECHS1
40	CLN6
40	FAM184B
40	TXLNB
40	GPR25
40	CISD1
40	LGALS7
40	FGA
40	ENSG00000258864
40	MALL
40	LYG2
40	KRTAP5-2
40	GALNT13
40	ESRRG
40	GNAI1
40	ABCD2
40	ADAT1
40	IFI27
40	CC2D2A
40	ANGPTL1
40	NSUN7
40	SFRP4
40	PCED1B
40	LELP1
40	FMO2
40	FCGR3B
40	EVI2B
40	URAD
40	CATSPER2
40	PRR33
40	EBNA1BP2
40	GPR101
40	DNAI1
40	PPP2CB
40	GLIS3
40	PLAAT4
40	ENSG00000289722
40	UCN3
40	DDX60
40	MMRN1
40	RHOQ
40	MTHFR
40	DEFB118
40	HLA-DMB
40	ROBO1
40	CCR2
40	DRD3
40	TMCO4
40	HIGD1B
40	PSMA6
40	IFITM2
40	LEXM
40	MEP1A
40	AADACL2
40	MECR
40	ENSG00000283877
40	MAGEL2
40	ARNT2
40	RNASE3
40	RGPD3
40	EEA1
40	MOCS2
40	RPTOR
40	SAMD9
40	SUPT20HL1
40	VCPIP1
40	RSBN1
40	FAM162B
40	PSMB5
40	REG1B
40	ART3
40	CTNNA2
40	SLC17A4
40	RSPO2
40	ENSG00000286224
40	EYA1
40	REV1
40	NELL1
40	COQ5
40	LDOC1
40	FGF8
40	STK32A
40	MAP3K8
40	SCIMP
40	OMD
40	SRSF12
40	ENSG00000258064
40	GCM2
40	GARIN2
40	EPPIN-WFDC6
40	COASY
40	GUCA1B
40	TST
40	ATP2C1
40	DDX18
40	DEFB119
40	CCL8
40	GOLGA8H
40	COX7B
40	PCDHA11
40	TACR3
40	GPR63
40	PGA3
40	NAT10
40	NUDT7
40	EFCAB5
40	MYOCD
40	GYG2
40	RPL9
40	DNAH12
40	CNR1
40	PCDHB8
40	ZNF180
40	PRR4
40	DSPP
40	LMTK2
40	EDDM3B
40	TMEM81
40	AKR1C8
40	ENSG00000282218
40	RPL22L1
40	C6orf58
40	NPEPL1
40	CLDN16
40	DSCAM
40	OPN4
40	ENSG00000289258
40	F10
40	WDR64
40	HBZ
40	VSIG10L2
40	FBXO8
40	GRAMD1B
40	C12orf54
40	ALB
40	MB21D2
40	GABBR2
40	LHFPL1
40	FGL2
40	SYNJ2BP-COX16
40	COX16
40	SYNJ2BP
40	ADAM21
40	SMYD1
40	PPA1
40	PCCA
40	TLR7
40	LINC00672
40	ABCC11
40	WDR70
40	NAT16
40	PHLDA1
40	STK39
40	APBA3
40	ATF6
40	KCNJ13
40	BVES
40	MRTFB
40	PDE6A
40	HERC6
40	C22orf42
40	PNISR
40	PMCH
40	ZNF875
40	PAMR1
40	ENSG00000283952
40	TM2D3
40	FCRL6
40	FABP2
40	CES3
40	SELENOH
40	GOPC
40	ICAM3
40	PDHX
40	GPR171
40	FAM185A
40	LAMA4
40	ZFAND6
40	FAM9B
40	POM121L2
40	SRFBP1
40	SDR42E1
40	MUTYH
40	NPFFR1
40	ARAF
40	RAD51B
40	CCDC179
40	PANK1
40	IL4
40	MUC21
40	PLGLB2
40	MS4A6E
40	NPHS2
40	ENSG00000276418
40	TSHZ1
40	MAP3K9
40	ACP3
40	CATSPER3
40	CDK12
40	ZNF608
40	TRMT11
40	WNT2
40	HINT1
40	LIAS
40	RALA
40	NEK10
40	RPS6KC1
40	CYP7A1
40	CGAS
40	SPINK7
40	VAV3
40	IFI44L
40	MPC2
40	RFLNA
40	SLC30A10
40	ZBTB41
40	KRTAP24-1
40	MS4A4A
40	ATAD5
40	EVA1C
40	HBB
40	EVI5
40	ELP3
40	IQCF5
40	PREX2
40	CTSO
40	LHFPL2
40	SLC6A15
40	DMP1
40	LGALS7B
40	CUTC
40	ID4
40	DEFB121
40	PGK2
40	VAMP3
40	RIIAD1
40	TM2D1
40	NCK1
40	TFAP2B
40	SETSIP
40	ENSG00000289809
40	LHFPL3
40	EXOC4
40	TFPI
40	FAM72A
40	PDLIM3
40	LRRC66
40	SMG6
40	BAZ1B
40	FAM169A
40	ZNF33A
40	DNM1L
40	NMB
40	FAM151B
40	CCDC15
40	ENSG00000289791
40	SLC36A2
40	ABRACL
40	AMBRA1
40	H2AC12
40	AFG1L
40	PPIL4
40	ADPRH
40	GRXCR1
40	CA14
40	SRSF7
40	CBFA2T2
40	P4HA1
40	ZNF98
40	AVP
40	PMPCB
40	DHX9
40	NARS2
40	ENPEP
40	CPSF2
40	NME7
40	NCKAP1L
40	DNAAF2
40	CPN1
40	CXCL17
40	AASDH
40	GTF2IRD2
40	TCERG1
40	PRDX2
40	SLITRK3
40	HPGDS
40	IQCH
40	CRISP2
40	EXO1
40	AKR1B10
40	PLAC8L1
40	KIF2C
40	ZNF664
40	KIN
40	IL26
40	C1orf141
40	NANOG
40	REPIN1
40	ZNF253
40	GDF11
40	LYZL4
40	ITM2B
40	MYNN
40	CCR6
40	LLPH
40	GRWD1
40	BTN2A1
40	SUMO4
40	WDR89
40	KYAT3
40	ENSG00000267561
40	LGALS3BP
40	ANKRD45
40	IRS2
40	ZC3HAV1L
40	REXO2
40	DDHD2
40	CD84
40	BHMT
40	BST1
40	PHF3
40	ENSG00000288208
40	ACBD6
40	CNGB3
40	ALOXE3
40	IL17F
40	CD86
40	TMBIM4
40	MSI2
40	POLR2M
40	PABPC3
40	SERPINI1
40	TSPAN2
40	ATXN7L3B
40	COLQ
40	SORBS2
40	TMEM236
40	TNFSF4
40	C5AR1
40	NLRC4
40	TAF11
40	ENSG00000259060
40	LMOD3
40	GMPS
40	SZT2
40	CCNH
40	ETV6
40	IL3
40	MS4A3
40	NLRP7
40	NEFM
40	SUV39H2
40	AJUBA
40	TIAM2
40	USP28
40	FUZ
40	PARG
40	PLXNA4
40	METTL3
40	DEFB123
40	S100P
40	RRM2B
40	GALK2
40	ZNF451
40	BOLA3
40	TMEM168
40	TTC26
40	PSG9
40	DDB2
40	MSANTD5
40	RXFP3
40	CCK
40	FCHO2
40	GPR87
40	RNASE12
40	TUBA1A
40	CR1
40	SYCN
40	RPP21
40	ARPP19
40	AFF2
40	TCEANC
40	MELK
40	ABCA8
40	CSF3R
40	AGAP9
40	SYN2
40	ZNF705A
40	RNF139
40	SSBP1
40	CD177
40	FRMD7
40	NMD3
40	RFESD
40	HENMT1
40	STBD1
40	RRAS2
40	DRD1
40	GNPDA2
40	SPTAN1
40	MRPL44
40	CHRNA6
40	PSMA3
40	ZSCAN23
40	GREM2
40	SLC9C2
40	VMA21
40	IDO2
40	TTC39B
40	TAB2
40	ACAD11
40	ZNF622
40	CHST11
40	S100A7
40	POLR1F
40	GTF3A
40	PPP6C
40	GLIPR1
40	MRPL46
40	AADAC
40	RBP7
40	GPATCH4
40	H4C8
40	ELOC
40	ATP11B
40	USP6NL
40	PPA2
40	POU6F2
40	SAA2-SAA4
40	ADD1
40	NUDCD1
40	KCTD4
40	ALG10B
40	TXNDC2
40	ADGRF1
40	IL20RA
40	SOBP
40	ABHD4
40	LRRC10
40	SEMA4B
40	ETNPPL
40	TMEM242
40	KLF14
40	DLEU7
40	ESR2
40	ARID1A
40	CCR4
40	SUN5
40	DIP2B
40	PPFIA4
40	C21orf62
40	CCDC73
40	MED16
40	TET2
40	KCNMB3
40	CLDN8
40	BIRC6
40	GPN1
40	CCIN
40	MBOAT4
40	ENSG00000275163
40	NCAPD3
40	RIN2
40	BEAN1
40	GOLGA6L9
40	DNAJC9
40	FGF6
40	CYB5B
40	C3AR1
40	TUBGCP3
40	WSCD1
40	APPL1
40	TBC1D20
40	PARK7
40	LOXL4
40	DCP2
40	HMHB1
40	GYPB
40	MUCL1
40	FBXO40
40	CCN2
40	ENSG00000257065
40	CACNG6
40	TRHDE
40	PCDHB13
40	PRAMEF18
40	MT1H
40	ATP6V0E1
40	SCN7A
40	OASL
40	TDRD6
40	EFCAB10
40	GPC4
40	TAAR9
40	ANXA2
40	KRR1
40	GASK1A
40	DRC1
40	ZCRB1
40	HOXA11
40	MS4A10
40	CTAGE9
40	ZNF559
40	TRIM41
40	ANO2
40	PDP2
40	TBC1D7
40	FCAMR
40	COX7C
40	MAGEA9B
40	CHODL
40	TARP
40	LRRN3
40	TTC28
40	PON1
40	SGMS2
40	GBGT1
40	ACAT1
40	ITIH2
40	BZW1
40	PRDM9
40	ENSG00000288698
40	SLC28A1
40	HHIPL2
40	RNF180
40	SLC9B1
40	LYZL2
40	SRI
40	ALOX15B
40	MED28
40	IL6
40	EFHC2
40	EXOSC7
40	ZNF433
40	SLCO1A2
40	MAGT1
40	RCBTB1
41	CCDC166
41	OVOL1
41	PRICKLE2
41	NECTIN3
41	MCHR2
41	C20orf173
41	TRIM46
41	OR5AK3P
41	SLC14A2
41	CBLIF
41	TUNAR
41	RXFP2
41	DLX3
41	TTC12
41	SLC5A9
41	PIP
41	SCT
41	HAVCR2
41	CRACDL
41	UBTD2
41	WDPCP
41	DNAH10
41	FGD3
41	HTR3B
41	EVA1B
41	UBE2Q1
41	RARG
41	INHBE
41	GUCA1C
41	GRINA
41	CD14
41	TMEM200C
41	LRRC31
41	LITAFD
41	KIAA1217
41	HAL
41	ETNK2
41	TUB
41	ITM2B
41	CCL15-CCL14
41	PTPN3
41	IFT27
41	SHB
41	LNX2
41	MLANA
41	COL16A1
41	ACKR4
41	VPS8
41	PNO1
41	PSMA7
41	N4BP1
41	CCN6
41	HHIPL1
41	HSD17B10
41	SPINK4
41	COX15
41	PLXNB3
41	GPR119
41	ANKRD31
41	ESR1
41	TMEM125
41	GPN2
41	LRRC40
41	PAAF1
41	FCGBP
41	TCL1B
41	C17orf100
41	DYNLRB2
41	METTL25B
41	S100A2
41	ABCG4
41	FASTKD5
41	THEMIS2
41	TTBK1
41	CFAP45
41	IL18BP
41	ANKRD13B
41	C6
41	SLC6A18
41	HENMT1
41	GART
41	STK36
41	ABCG5
41	OPRD1
41	ELFN2
41	SCMH1
41	KHNYN
41	CAPZA1
41	POU1F1
41	SULT2B1
41	PRKRIP1
41	GTF3C1
41	ZBTB7C
41	SYT15B
41	TENM4
41	DCLK1
41	ETS1
41	DMAP1
41	CHP1
41	MAPRE1
41	MROH8
41	KLHL41
41	BMERB1
41	MYOZ1
41	DPF3
41	GSDMC
41	FAM187B
41	TPM1
41	XPO6
41	TRAIP
41	ENSG00000255663
41	FMC1
41	GDNF
41	GUSB
41	SGO1
41	RGS2
41	GRIN2C
41	CDK18
41	NLRP12
41	ASCL1
41	KDM1B
41	ABCC8
41	FHIP2B
41	TRMO
41	CPLANE2
41	FAM170A
41	RBBP7
41	COPG1
41	BCL9L
41	MEPE
41	PRRX1
41	CLK3
41	ADGB
41	PDHA1
41	NIFK
41	USP31
41	EPS8L3
41	FOXE3
41	GMNN
41	PGRMC1
41	PCMTD2
41	FGF18
41	DGCR6L
41	TTC7B
41	C1orf109
41	UBE2J1
41	CCT5
41	GPHN
41	RNASEL
41	MAPK9
41	CYP11B1
41	SORBS2
41	DCPS
41	PPP3R1
41	ALDH2
41	THADA
41	ENSG00000289360
41	ZNF622
41	EIF3H
41	GRHPR
41	CCN4
41	CDCP2
41	RAB6B
41	GPBP1
41	VGLL1
41	FHL1
41	GPRC5B
42	TSPAN2
42	DDX60
42	EXOC4
42	IFITM3
42	ZCCHC2
42	KLF6
42	ENPP6
43	CYP4Z1
43	RHOXF1P3
43	C6orf58
