community	gene
13	DIP2A
13	H2BC8
13	SULT2A1
13	IRF8
13	CD177
13	DEFB115
13	ENSG00000284797
13	ENSG00000285188
13	APOA4
13	LGALS9C
13	THAP6
13	AFF2
13	COQ4
13	PSKH2
13	KIFAP3
13	MRPS27
13	NTN3
13	TNFRSF6B
13	KRTAP13-4
13	ANKRD66
13	ODF2L
13	MYO1H
13	PLA2G12B
13	KRT71
13	HEPACAM2
13	CEACAM6
13	PAXIP1
13	MROH7-TTC4
13	PREX2
13	ENPEP
13	FANCD2OS
13	ALPK2
13	TMEM170A
13	RGS7
13	GRM7
13	ENSG00000290180
13	RGS13
13	CTSS
13	GSTA5
13	RPL10A
13	NLGN3
13	FETUB
13	TMED8
13	ENSG00000283877
13	ZNF827
13	CCDC127
13	EME1
13	RYR2
13	ANKS4B
13	ELAPOR1
13	CNGB3
13	COPS7B
13	LRRC72
13	H4C9
13	SLC15A3
13	APOC3
13	AADACL2
13	ZNF705B
13	PDP1
13	APCS
13	PCDHB1
13	RIPK3
13	CMTM1
13	PPL
13	WFDC10B
13	GSTM5
13	SIRPB1
13	EVI2A
13	FLVCR2
13	TSBP1
13	TSSK1B
13	CRYGN
13	NXPE4
13	TFF1
13	GDI2
13	SMIM28
13	TBC1D3I
13	MPIG6B
13	SEMA4F
13	TNFAIP8L2
13	TEX48
13	OTOA
13	CSNK2A3
13	VAMP5
13	CLRN1
13	HOXA11
13	SLC41A3
13	ENSG00000243696
13	KRT37
13	DDX18
13	GZMH
13	ADAMTS12
13	PTPN5
13	RAB39B
13	CCDC192
13	TCF21
13	SPINT3
13	OR5AK3P
13	PAGE2
13	LRP12
13	RPP30
13	ENSG00000288698
13	GAS7
13	COX6C
13	CALCR
13	ENSG00000254706
13	LAMA4
13	DEFB126
13	H4C3
13	SYCP1
13	DRAXIN
13	PDCL2
13	ADRA2A
13	CPHXL2
13	TMEM67
13	TMEM268
13	ZNF253
13	POLGARF
13	FSD1L
13	CLIC5
13	GUCA1ANB
13	ENSG00000290147
13	CAPZA2
13	RABL3
13	COX7A2
13	COX8C
13	UBE2C
13	FRMD4B
13	CD37
13	MYOCD
13	HPS4
13	TCEA1
13	SSX2
13	ZG16
13	MARCHF11
13	ENSG00000288629
13	HAO2
13	COX7C
13	TMPPE
13	GUSB
13	UBE2QL1
13	SCN7A
13	SACS
13	GALNT12
13	TSHR
13	ANKRD36B
13	CGA
13	FABP3
13	PRDX1
13	MMP2
13	ATP5F1C
13	KCNK16
13	ACCSL
13	POLDIP2
13	CDSN
13	ENSG00000277639
13	XPNPEP2
13	LNX2
13	C1R
13	RBM24
13	IVD
13	DDX52
13	CRYZL1
13	RXFP3
13	RPA3
13	ZDHHC18
13	DENND10
13	ZNF208
13	DAO
13	PABPC4L
13	C20orf202
13	SECISBP2
13	EBLN2
13	SMIM18
13	GPAT2
13	ID4
13	PXT1
13	EXOC2
13	RNF20
13	PIWIL2
13	KCNJ16
13	CFAP70
13	CXCL11
13	CCDC65
13	PARP6
13	NDUFA4
13	OTOR
13	AFP
13	ENTPD5
13	HTR2C
13	PTTG2
13	RFC3
13	RBMXL2
13	LSP1
13	UGT2A1
13	ZNF619
13	H2BC12L
13	PSG9
13	KATNAL1
13	RBP7
13	TMEM260
13	SLC25A46
13	IGSF10
13	RBPJ
13	ACOT8
13	PLCXD2
13	ZNF716
13	OOEP
13	HLA-DQB1
13	SEC61G
13	MBP
13	MAGED1
13	FGFBP3
13	SPAG17
13	ABI3BP
13	C2orf66
13	FBN2
13	DMAP1
13	ZNF689
13	CLDN14
13	LRRC70
13	TMPRSS6
13	ADGRD1
13	SLC17A8
13	NEK3
13	SLC35G6
13	HOXB6
13	ARHGEF7
13	ENSG00000261717
13	TRAF1
13	FAM217A
13	ZFPM2
13	ZNF165
13	IL20RB
13	WWP2
13	FAM170A
13	LRRTM3
13	PLPP5
13	DHTKD1
13	OSTN
13	GOSR1
13	CCDC30
13	LMOD3
13	KIT
13	OSR1
13	CLDN25
13	LEPR
13	ARPIN
13	C19orf47
13	SIDT1
13	ZSCAN32
13	OCIAD1
13	GJC1
13	MUCL1
13	DEFB123
13	PML
13	RXRG
13	MEIOC
13	C2orf69
13	PAAF1
13	SPATS2L
13	IFNAR2
13	CLPSL1
13	RPL13A
13	FAM9C
13	BRI3
13	IDO1
13	CRISP3
13	SLC16A2
13	SCYGR5
13	GRAMD1B
13	ECT2L
13	FCMR
13	LARP6
13	NLRC5
13	VNN2
13	SMNDC1
13	AP3B1
13	TRIM64B
13	NME6
13	CBY2
13	SLC1A3
13	LIPE
13	MSS51
13	PCDHGA9
13	UCMA
13	SPPL3
13	OST4
13	SLC25A31
13	COMMD5
13	THYN1
13	MRPL1
13	ITGAV
13	GAPVD1
13	BSCL2
13	TGM1
13	KIAA0513
13	RPS17
13	SLC10A6
13	H2AC20
13	CD101
13	PINX1
13	C8orf76
13	NAIP
13	TAB1
13	NAT1
13	KRT4
13	SAG
13	SLC9C1
13	PHACTR2
13	GBP3
13	APOL5
13	DSCC1
13	PHLDB2
13	MYH1
13	ARHGAP32
13	PDC
13	SCIMP
13	ASIC2
13	H2BC9
13	TRHR
13	PMP2
13	PRRX1
13	DZIP3
13	TMEM209
13	MAGEL2
13	PIP
13	ENSG00000285330
13	KCNJ8
13	GLT6D1
13	LMTK2
13	CALML3
13	TFPI2
13	RPAP2
13	ASCL1
13	PALS1
13	P2RY2
13	TLR10
13	SRSF12
13	CYP26A1
13	CCL20
13	DCX
13	CLASP2
13	ANOS1
13	IFRD1
13	C1orf167
13	TMEM225B
13	HIGD1B
13	GALNT13
13	REM2
13	ZNF679
13	GPR20
13	RPRD1B
13	PM20D1
13	UBD
13	MYO1A
13	C11orf42
13	ENSG00000288258
13	LELP1
13	ARHGEF39
13	SERPINF2
13	SRR
13	MICA
13	HSD3B2
13	METTL7A
13	SETD7
13	TEX13D
13	XRCC1
13	PPP1R12B
13	MFAP2
13	SIGLEC7
13	C4BPA
13	PPM1K
13	SMIM10L1
13	AP4E1
13	CTSE
13	DHDDS
13	PPIP5K2
13	ADAM23
13	PKD1L3
13	TAFA3
13	MMP13
13	LY96
13	GDPD2
13	CNOT10
13	DNASE1L1
13	SLC22A17
13	CLC
13	CPB2
13	FBXO40
13	TBC1D9
13	FRMPD2
13	GUCD1
13	IFNL4
13	PI3
13	MINDY2
13	GOLGA8H
13	ESR1
13	CD28
13	EIF3J
13	LMNTD1
13	BRINP1
13	DPYSL2
13	H2BC21
13	NDUFS8
13	ENSG00000286190
13	IPP
13	INSC
13	ITGA6
13	QRFP
13	RMI1
13	TSSK6
13	AOAH
13	SALL1
13	CUZD1
13	SLC25A26
13	TSGA13
13	CES4A
13	FBXO25
13	CNGA2
13	NUSAP1
13	SPATA24
14	H4C13
14	ABCC11
14	AFAP1L2
14	ENSG00000286015
14	MYF6
14	CAPN6
14	AAMDC
14	SYNPO2
14	KCNQ3
14	CLEC4D
14	SUPT20HL2
14	GK3P
14	H2BC18
14	ENSG00000260371
14	RNF39
14	PRR4
14	FPR2
14	CYSLTR1
14	ENSG00000260092
14	TNFSF4
14	PCDHGB1
14	DCLK1
14	CRCT1
14	SPINK9
14	MEIKIN
14	PATJ
14	MMP28
14	UBA5
14	PCDHB15
14	SMAP1
14	SLC25A15
14	CLTA
14	CSH1
14	LDOC1
14	KLK6
14	KRT6B
14	CENPS-CORT
14	HLA-DQA2
14	PCDHGB2
14	LILRB2
14	IFNG
14	MFF
14	GRIA1
14	MMP26
14	LINC00672
14	ACAA2
14	TMEM218
14	GAS2L2
14	FITM2
14	ZNF577
14	TMEM81
14	S100PBP
14	CD300C
14	GRIP1
14	SMIM43
14	AOC2
14	ANKRD61
14	EFCC1
14	ABHD17B
14	CCL8
14	ZNF718
14	ALB
14	SAMD9
14	CFAP161
14	ENSG00000248751
14	SCGB2A2
14	KIF5A
14	LUM
14	LSM1
14	S100A4
14	ZNF221
14	TTLL5
14	MTHFR
14	SIGLEC11
14	ENSG00000287585
14	KCND3
14	SLC22A9
14	PREX2
14	C8orf58
14	SPTY2D1OS
14	C2orf66
14	KCNK2
14	ENSG00000288796
14	PPBP
14	ENSG00000288681
14	AWAT1
14	CCDC85A
14	KIR3DL3
14	ENSG00000258864
14	IL18
14	GPR143
14	COMMD3
14	DEFB4B
14	MAP1S
14	CD300LB
14	PSMA1
14	KRTAP5-2
14	ZKSCAN7
14	MRLN
14	DNAJA4
14	SRR
14	RDH16
14	PSMB11
14	MUCL3
14	ZNF112
14	MECR
14	GAPT
14	TCAF2C
14	CYB5R4
14	SAR1B
14	PCDHB10
14	SPATA45
14	HSFX4
14	MYOZ2
14	PRR23D1
14	LRRC74A
14	TCP11X2
14	DCN
14	DEFB107A
14	SCTR
14	PF4V1
14	HOXC6
14	HTR1E
14	SYN3
14	MEI1
14	RIDA
14	H2AB3
14	ENSG00000289761
14	ALKAL1
14	H2AL3
14	THAP6
14	SPINK5
14	TBPL1
14	RGS21
14	KIRREL3
14	ZNF772
14	ENSG00000268163
14	CYP3A7-CYP3A51P
14	HMGN5
14	C22orf42
14	HCAR3
14	VPS13B
14	ZNF684
14	UTP3
14	HPS6
14	PTN
14	TP53AIP1
14	HSD17B2
14	SELL
14	SYT16
14	KIN
14	SLC25A26
14	ENSG00000249319
14	C6orf163
14	C1S
14	APLF
14	MCEE
14	MROH2B
14	ENSG00000270099
14	DTHD1
14	SEMA4D
14	EPHA7
14	NPIPA5
14	KRBOX1
14	MRAP
14	NGF
14	TCF4
14	KCNB2
14	UGT2B17
14	HLA-DOA
14	GRIK2
14	ENTREP1
14	SAA4
14	C11orf86
14	ENSG00000288614
14	GALNT3
14	IFT46
14	SHROOM2
14	PDF
14	EIF3I
14	LZIC
14	TAF1A
14	FAM25A
14	A4GNT
14	CXCR6
14	RPF2
14	APOBEC1
14	FTSJ3
14	ENSG00000288669
14	GJA5
14	CASP9
14	NAE1
14	ENSG00000285566
14	ENSG00000286224
14	SLPI
14	TMEM215
14	RRP9
14	AKAP5
14	CXCL11
14	KYNU
14	HLA-DRB1
14	PPP1R12C
14	PCDHGC3
14	SLC24A4
14	C5orf46
14	ENSG00000272897
14	MTCP1
14	TMEM271
14	SYDE1
14	RGPD4
14	DEFB118
14	C9orf153
14	CHGB
14	PCED1A
14	MYBPC1
14	CXCR2
14	ZNF646
14	DEFA4
14	CHM
14	ATP6V1G3
14	ARHGDIB
14	RGPD6
14	KLHL33
14	MACROH2A2
14	YIPF4
14	CNTNAP2
14	TRAPPC4
14	GABRR3
14	CCDC54
14	EDDM3B
14	LRRC9
14	ZNG1B
14	SIX3
14	HTR3C
14	CTAG1B
14	C18orf63
14	MRPL1
14	HS3ST2
14	PGAM4
14	HS3ST4
14	MAP9
14	GPX7
14	MTARC1
14	MSR1
14	SLC17A4
14	GP2
14	DHX8
14	SPTAN1
14	OR51C1P
14	ATP6V1E1
14	PRSS48
14	CXCL6
14	COL6A3
14	CPNE4
14	CAPZA3
14	NAV2
14	ABRAXAS1
14	TMEM272
14	CCNB1IP1
14	OR1R1P
14	CPN1
14	GTPBP10
14	TWF2
14	PLA2G2E
14	RPS13
14	SLFN12
14	SPRR2F
14	NAXE
14	CD207
14	RLN3
14	SEMA5A
14	FSHR
14	PRKX
14	OAZ3
14	DRD4
14	PHEX
14	KRT23
14	CISD2
14	MMP3
14	UBAP1L
14	REG1B
14	MRPL37
14	FBXL22
14	HPX
14	CIAO2A
14	IFIT3
14	ZNF883
14	PRDM13
14	GAL3ST2
14	MGAM2
14	NEUROD1
14	ADAMTS3
14	NOX3
14	PPT1
14	GIMAP2
14	SIRPB1
14	SPZ1
14	TRIM10
14	CSF2RA
14	CLC
14	SUMF2
14	POU2AF2
14	EGF
14	OMP
14	PDGFRL
14	KRTAP16-1
14	C1orf210
14	GORASP1
14	SV2C
14	TEFM
14	HTR3B
14	WDR83OS
14	PFKM
14	RIBC2
14	SULT1C2
14	PTCHD4
14	CENPVL3
14	CEP162
14	FAM81A
14	DHCR24
14	ENSG00000289760
14	ZNF705A
14	ATP13A2
14	CD1C
14	MUC21
14	SMPX
14	TRIM49C
14	ABCB5
14	FAM219B
14	PRPF38B
14	ZNF534
14	ADPRH
14	CYP24A1
14	POP1
14	TAAR5
14	CDRT4
14	SLC36A2
14	RASGRP3
14	IFI16
14	ARL5C
14	FCN1
14	TIMM8B
14	SDHD
14	LTB4R2
14	DOCK11
14	ERMN
14	ATG4C
14	VEGFD
14	DUSP16
14	DBF4B
14	ANAPC15
14	AAGAB
14	ZNF276
14	RNASE10
14	AP1G2
14	SLC7A2
14	LRG1
14	ZNF230
14	HSPB9
14	SOBP
14	ERP27
14	TCF21
14	AGXT2
14	TMF1
14	PIGU
14	LOXHD1
14	RASGRF2
14	LGALS13
14	CFB
14	ARPC1A
14	WWOX
14	FAM241A
14	BPIFA3
14	VRK2
14	LAMA4
14	NIF3L1
14	SCARB2
14	FOXD4L6
14	MROH2A
14	ATP6V1B1
14	IQCF2
14	GORAB
14	FFAR1
14	CGREF1
14	LEO1
14	CARD6
14	ENSG00000267748
14	B4GALT3
14	BRD8
14	KRTAP10-5
14	GJB7
14	TIMMDC1
14	TNC
14	TNFSF13B
14	C12orf4
14	ADRB1
14	CCDC39
14	CCIN
14	NRP1
14	CD14
14	C4BPA
14	SH3BGRL
14	STAC3
14	LRRC70
14	SELE
14	KCNA6
14	SPATA31C2
14	EBNA1BP2
14	ADAM28
14	INSL5
14	CMTM1
14	ZNF532
14	ENSG00000267426
14	OGN
14	ZNF585A
14	LHFPL2
14	FRS3
14	FCRLB
14	BBS2
14	PPP2CB
14	CETN1
14	PRKAB2
14	FHL3
14	NTF3
14	MCMDC2
14	KLRC4
14	MIXL1
14	GPR182
14	ENSG00000285547
14	ENOX1
14	PYDC5
14	CAGE1
14	CD3G
14	KLRF2
14	CACNG5
14	C12orf71
14	GMPR2
14	GLRA1
14	FGD1
14	CCL4L2
14	NOBOX
14	TMEM225B
14	SMIM9
14	STARD13
14	F11R
14	TRDN
14	ENSG00000248993
14	SOD3
14	PCGF2
14	FRA10AC1
14	ABCC12
14	GAPDHS
14	RIPPLY1
14	FHL5
14	DOCK6
14	ZNF350
14	KCNJ9
14	BLK
14	ENSG00000269590
14	SLC52A1
14	GARIN2
14	BTNL8
14	ENSG00000285404
14	GTSF1
14	REN
14	IL3RA
14	GPR27
14	MOXD1
14	PRSS37
14	NPIPA8
14	EFCAB5
14	AIF1
14	HPGDS
14	ILDR1
14	WFDC10B
14	CFAP251
14	SPDYE17
14	CYBB
14	LYSMD1
14	MTMR11
14	ZNF224
14	CSMD2
14	RBM25
14	ABCG8
14	DUOXA1
14	ACMSD
14	ENSG00000267022
14	ZNF222
14	UROC1
14	EIF4EBP3
14	SNRNP70
14	GTF3A
14	ITGB6
14	HSPA13
14	C7
14	NR1I3
14	FAM110C
14	GPR87
14	ZNF595
14	COL8A1
14	CLDN8
14	VPS37A
14	ZBED5
14	MYO3A
14	TACC2
14	DRICH1
14	CD38
14	TJP2
14	SMC5
14	CCNE2
14	AOAH
14	RORC
14	C6orf58
14	SAT1
14	SPIC
14	KAT5
14	PERP
14	NCALD
14	HLA-DPB1
14	ACSM2B
14	TLR8
14	TBCK
14	ZBTB6
14	MAP3K19
14	RPL7A
14	VARS2
14	PLSCR4
14	SULF1
14	BATF2
14	GK
14	ZKSCAN8P1
14	TNFSF8
14	DEFB116
14	CXCL9
14	ELSPBP1
14	IGFL2
14	IL17RE
14	SLC46A3
14	ARMCX5
14	FAM120AOS
14	ENSG00000285043
14	KCNRG
14	C9orf131
14	PIGN
14	HSBP1
14	EPB42
14	MFSD1
14	IL7R
14	CHN2
14	KMT2D
14	GM2A
14	IGFL3
14	UPK3B
14	XAF1
14	PWWP3B
14	GALR1
14	LYZ
14	UBE2L6
14	TCEAL7
14	CD48
14	DBR1
14	CASP3
14	CHRD
14	TESPA1
14	CFAP54
14	CPSF4L
14	JCAD
14	PAX9
14	SPRR5
14	USP22
14	CC2D2A
14	CXCL17
14	ABHD14A-ACY1
14	ENSG00000284969
14	NEURL3
14	ENSG00000257767
14	SLC2A7
14	SH2D1A
14	PCSK1N
14	LYVE1
14	NEK9
14	SORBS2
14	CLCN1
14	CCL2
14	C6orf15
14	MSN
14	SAG
14	DPYS
14	PARD3B
14	FSTL1
14	FAM13B
14	SYT14
14	ARL14
14	POLL
14	ZNF546
14	ADCY2
14	PBX1
14	MAP3K7CL
14	ITGB5
14	IRAG2
15	RD3L
15	RIIAD1
15	LYPLA1
15	CCDC170
15	FMO2
15	CFAP58
15	DUSP2
15	CIDEC
15	RAB12
15	SMAD1
15	HTR2B
15	RALY
15	CTNNBL1
15	GPR15
15	RTP3
15	OSBP2
15	EFCAB5
15	TXK
15	GTF2A1L
15	ACVR2A
15	FAM110B
15	ZBED5
15	TCTN2
15	COCH
15	RHBDD1
15	AHCYL2
15	RRM2B
15	OOSP4A
15	MOSPD1
15	NR2F2
15	TENT5A
15	SLC2A2
15	ARHGEF5
15	CERS6
15	SNTB2
15	TTR
15	ADGRE2
15	TMCO2
15	C1QTNF2
15	NANS
15	A1CF
15	RELL1
15	SELENOT
15	BATF3
15	C8A
15	PRSS50
15	C5orf46
15	PPCDC
15	PLAC8L1
15	MTCL1
15	PBX1
15	GPR22
15	MRGPRD
15	ZNF107
15	AOC1
15	COX6A1
15	ARL17A
15	ZC3H12C
15	P2RX4
15	SLC39A10
15	NUP210L
15	DNAJC12
15	TTC17
15	MAPKAPK5
15	ENSG00000288208
15	TMEM245
15	BPTF
15	ARHGEF12
15	BAAT
15	KBTBD8
15	APOL6
15	B3GAT1
15	SERBP1
15	TPK1
15	NCF2
15	GTDC1
15	RBM28
15	PDCD5
15	BATF
15	GIN1
15	PRODH2
15	IQUB
15	ERICH2
15	GDAP2
15	STAT6
15	FZD4
15	MANBA
15	PDIA6
15	THAP2
15	RPS3A
15	ERICH6
15	APOLD1
15	SGPL1
15	GPC6
15	OSBPL8
15	PHF6
15	LY86
15	ABLIM3
16	ENSG00000288914
16	CD5L
16	COPS7B
16	BANF2
16	CLEC4A
16	ASCL4
16	NAA30
16	ZNF177
16	CTNNA2
16	IVL
16	C7orf57
16	CCDC170
16	OR5AK3P
16	HTR2C
16	HAVCR1
16	SPANXB1
16	SPRYD4
16	EPYC
16	WWTR1
16	PTCHD4
16	CAMKMT
16	POLR2D
16	ETDB
16	CCIN
16	TUNAR
16	HNRNPR
16	PABPC3
16	S100A12
16	PRIMA1
16	NYAP2
16	ABCA12
16	MAPK4
16	SELP
16	CARMIL2
16	ENTREP1
16	ADAMTS12
16	OPN1SW
16	ZNF679
16	ADAM23
16	SAMD3
16	CFHR5
16	TIGIT
16	VWA2
16	SLC14A2
16	FBN2
16	ERICH5
16	XAGE2
16	KLC4
16	STS
16	CACNB2
16	CPA3
16	KRTAP10-4
16	PBOV1
16	IFNL4
16	TNK1
16	PEAK1
16	ST8SIA5
16	GJB2
16	UPK1A
16	RIIAD1
16	DUXB
16	CXCL9
16	WIF1
16	KRT24
16	TSPAN10
16	GPX7
16	RSPH9
16	MYO1B
16	FMN2
16	GJB7
16	SYS1
16	BOC
16	MFSD8
16	GJB1
16	SAFB2
16	CEP112
16	PPARGC1A
16	C2orf80
16	CLEC17A
16	L1TD1
16	SUPV3L1
16	ENSG00000273398
16	PBX1
16	DAZAP2
16	DENND10
16	C5orf49
16	PMFBP1
16	FBXO9
16	BARX2
16	GPR50
16	MBD3L2B
16	CCDC192
16	RPTN
16	LIMS3
16	ACOX2
16	TXNL4B
16	TERB1
16	HTR3D
16	TMED8
16	NEFM
16	GOLGA6B
16	HID1
16	MTMR7
16	RSPH3
16	PF4V1
16	CRB1
16	PSG4
16	SKA2
16	C2orf69
16	AASDHPPT
16	PDE4D
16	UBE2E2
16	ACTL7A
16	SMIM20
16	HS3ST4
16	ENSG00000288644
16	TSBP1
16	GOSR1
16	RPA3
16	AFG1L
16	MYOT
16	PRR11
16	IQCF2
16	LRRC72
16	POGLUT2
16	SPRR4
16	GBA3
16	ANKRD13C
16	ART3
16	UACA
16	ENSG00000285978
16	ADGRF5
16	LGALS16
16	POMGNT1
16	ANKRD1
16	RCVRN
16	HOXB6
16	DEFB121
16	PHEX
16	RDH8
16	BMX
16	KRTAP21-3
16	MC3R
16	MOV10L1
16	SLC1A1
16	PMP2
16	TERF2
16	DOCK7
16	LORICRIN
16	CLK1
16	DNAH6
16	ENTREP2
16	BRME1
16	IFT46
16	PCDHA4
16	SESN3
16	PDE8B
16	OVOL1
16	TRIM64B
16	PEX11A
16	GLRB
16	DNAJC8
16	ZGPAT
16	NPY1R
16	APELA
16	TAAR1
16	GAS7
16	JCHAIN
16	MRPL13
16	SIGLEC12
16	NLRP2
16	OSGEP
16	APEX1
16	TACR3
16	PEX19
16	PLA2G1B
16	DMRT2
16	CADM3
16	BBS5
16	ENSG00000251569
16	DZIP3
16	PIP
16	ADAT1
16	CPO
16	TAF13
16	HSD17B3
16	DENND2C
16	ENSG00000285645
16	SMYD4
16	PLEKHG7
16	DMRTA2
16	PSMD13
16	ST6GALNAC2
16	ENSG00000280537
16	SPACA7
16	ADH1A
16	PATJ
16	SLC18B1
16	CCDC166
16	MROH2B
16	GSC2
16	GABRG1
16	FAM20A
16	C5orf46
16	KY
16	UGT2A1
16	MRGPRD
16	F7
16	CDH26
16	RTL1
16	SPNS1
16	PFN3
16	RIOX2
16	PPP1R12B
16	CLCA4
16	SLC10A6
16	NACC1
16	ASCC1
16	VMO1
16	SYPL1
16	FLT3
16	IL2RB
16	DAO
16	C8orf90
16	HDAC1
16	INSR
16	SP140
16	RIN1
16	TSHR
16	OR1R1P
16	BLOC1S1
16	KCNQ1
16	CLDN10
16	PTPRO
16	VSTM1
16	ANGPT2
16	GPR15LG
16	HIPK2
16	SMIM23
16	GPX2
16	SALL4
16	AKR1C3
16	SLC28A3
16	BMP3
16	MOGAT1
16	CR1
16	ATG14
16	SLC9B1
16	MAGEA3
16	ENSG00000284686
16	MTF2
16	NPW
16	TBC1D21
16	SPINT2
16	C5AR1
16	TM4SF19
16	PILRA
16	S100G
16	GYS2
16	USPL1
16	ENSG00000282218
16	GABRA5
16	CAPN13
16	N6AMT1
16	ARHGEF38
16	SLAMF6
16	VNN1
16	SPON1
16	AMIGO2
16	SLC38A7
16	CLASP2
16	MS4A15
16	TEKT2
16	OPTC
16	IQCA1L
16	CXorf49
16	UGT2B15
16	ANP32D
16	NLRP4
16	CST5
16	ANKFN1
16	SLC28A2
16	PAXIP1
16	SPRR2A
16	PDC
16	NFATC4
16	MUC22
16	TTC13
16	C17orf107
16	SNIP1
16	TEKT1
16	CST11
16	MEP1B
16	AIF1
16	GALNT14
16	HSD11B1
16	ENSG00000266076
16	BDKRB1
16	CNDP2
16	GFRA4
16	KCNA3
16	GSR
16	ARHGEF15
16	SLC6A18
16	ACAA1
16	SUGP2
16	ADAM12
16	MRPS27
16	PRAM1
16	SIGLEC5
16	MAST2
16	ECE2
16	GOLGA6L9
16	MYO7B
16	PDCL2
16	NR3C1
16	SMIM28
16	HMGXB3
16	RGS20
16	IL17F
16	KCNAB2
16	STK32A
16	MYH6
16	INPP5J
16	NUGGC
16	BTLA
16	RAPSN
16	AMPH
16	ENSG00000284526
16	TMEM184B
16	FZD10
16	CYBB
16	CILP
16	GLDN
16	ITIH3
16	TMEM167A
16	IL13RA2
16	DEFA5
16	LAP3
16	BMPR1B
16	HEATR4
16	PNPLA7
16	SLC25A15
16	RABL3
16	KLRF2
16	GOLGA8M
16	CLRN2
16	ZACN
16	PAMR1
16	SLC16A4
16	NHLRC2
16	TLR7
16	JAK2
16	TMEM114
16	ARPC1A
16	ZCCHC10
16	MS4A12
16	ERICH4
16	NUTM2B
16	TRIM17
16	PAQR5
16	AQP10
16	NINJ2
16	ASTN2
16	FUZ
16	DCT
16	POMT1
16	LGALS7
16	MGST1
16	SLC16A12
16	NUCB2
16	GSTA3
16	DYRK3
16	MAT2B
16	HSD3B7
16	GPX5
16	CEP76
16	MDH1B
16	FASTKD2
16	SACS
16	ODF4
16	CYP4Z1
16	PHLDB2
16	NPIPB7
16	TREM1
16	LDOC1
16	TMEM156
16	MAGEA6
16	GPR173
16	BABAM2
16	OASL
16	UBE2U
16	GJD4
16	FBXL16
16	OARD1
16	NANOG
16	MEIOC
16	ENSG00000257065
16	DHRS1
16	CRLF2
16	CENPE
16	SALL1
16	GARNL3
16	GAB4
16	YJU2B
16	PLCL2
16	DNAH9
16	TTC5
16	ENSG00000285880
16	GARIN2
16	P2RY14
16	FMC1
16	SAMD15
16	PDP1
16	HECW2
16	KRTAP2-4
16	FOXF1
16	GSTT4
16	ANKRA2
16	F13B
16	CRNN
16	CAPN8
16	DSCAM
16	FMO2
16	APOC3
16	ENSG00000289724
16	TENM1
16	MYO1A
16	ENSG00000265118
16	PCDHB8
16	GPR75
16	ZKSCAN4
16	IL4R
16	GCM2
16	IRAK1BP1
16	KIT
16	MESD
16	KCNIP3
16	CHRNE
16	IFT52
16	RIDA
16	MARCO
16	HBD
16	CISD2
16	SSU72P3
16	IZUMO2
16	KLHDC10
16	MSANTD5
16	SLC2A2
16	ZNF484
16	RRP15
16	PDYN
16	KRTAP12-4
16	ETFBKMT
16	H1-6
16	GPRASP3
16	ATG13
16	BLM
16	TST
16	TSEN2
16	BBS2
16	H1-1
16	ASB18
16	NUSAP1
16	RNASE10
16	ASB9
16	PLSCR5
16	DNAAF5
16	GLT6D1
16	EXPH5
16	NEU4
16	ILF2
16	FEZ2
16	ATP10D
16	NMRAL1
16	TOR1AIP2
16	GNMT
16	IL18BP
16	SNX20
16	CCDC195
16	KLC1
16	IFT172
16	TMPRSS2
16	BSCL2
16	FOXP3
16	MCHR2
16	MSLN
16	PDIA3
16	ENSG00000285982
16	RP1
16	TFAP2D
16	TBC1D3
16	STMN2
16	MOS
16	PRDM9
16	UBL4B
16	BPIFB2
16	DCST2
16	ZKSCAN7
16	CMTM8
16	RND3
16	HS6ST3
16	ENSG00000288669
16	CAPNS2
16	NECTIN3
16	C6orf52
16	SECISBP2
16	KIR2DL3
16	TGFBR1
16	ENSG00000289761
16	PROX2
16	CSE1L
16	PCDHA11
16	ENSG00000270149
16	FIGNL1
16	ENSG00000258311
16	RBM34
16	PVALB
16	APOC4-APOC2
16	DUS3L
16	COX18
16	TMEM225B
16	DDB2
16	ENSG00000291303
16	RNASE12
16	SLC26A7
16	SEC61G
16	ALB
16	GPX6
16	CEACAM19
16	CFAP57
16	NUTM1
16	NOP10
16	NELL1
16	DCDC2
16	SLC25A26
16	H3C4
16	CFAP97D1
16	EYA4
16	BTD
16	METTL7A
16	RDH5
16	KRT12
16	POLR1B
16	BTN3A1
16	FAM24A
16	C5orf24
16	ANKRD66
16	SVOP
16	PDE6H
16	OTP
16	PPP2R3C
16	NRN1L
16	ACP7
16	WDR87
16	DEUP1
16	CCDC32
16	SLC37A2
16	KRTAP5-7
16	UBQLN3
16	TRIM42
16	FXYD6
16	SLC10A5
16	CRABP1
16	TRDN
16	AKR7A3
16	PCDHB6
16	IGSF23
16	ASB11
16	CSTF3
16	CENPP
16	MUC7
16	KLHL31
16	CDH9
16	FCN2
16	ZNF705G
16	EPB41L2
16	KRTAP4-1
16	PCDHB5
16	HIBCH
16	SUSD5
16	ANKEF1
16	FBXW10B
16	MRAP
16	ABCB9
16	CHMP2A
16	SULF2
16	NBN
16	ACRBP
16	DEFB131A
16	C14orf132
16	TECTA
16	ENSG00000286165
16	ASDURF
16	ENAM
16	SLC25A12
16	OLR1
16	AKR7A2
16	TMPRSS6
16	LIX1
17	INA
17	KIR3DL2
17	WNT6
17	ENO3
17	STK19
17	KRTAP19-8
17	SPTA1
17	GPR148
17	GAS8
17	LRIG1
17	AMT
17	RAD1
